date,business_id,revenue_booked,cash_collected,receivables_outstanding,revenue_7d_avg,revenue_30d_avg,revenue_7d_std,revenue_30d_std,collections_7d_avg,collections_30d_avg,collection_ratio_30d,receivables_change_7d,receivables_change_30d,receivables_to_revenue_30d,day_of_week,month,is_weekend
2019-04-21,U001,763897.46,0.0,48694018.74999985,2594971.1514285714,2611456.020333334,1051319.1527539433,892383.8464045494,2676128.5857142853,2504501.415333333,0.9590440719019466,-568102.0400000215,3208638.149999857,0.6215436697747438,6,4,1
2019-04-22,U001,2690728.99,5490085.28,45894662.45999986,2525569.6857142854,2649068.933333333,1022159.7993099764,870143.0748471204,2631378.185714286,2679439.179666667,1.0114644983190824,-740659.5,-911107.3900001347,0.577494251942706,0,4,0
2019-04-23,U001,3402212.63,4515500.94,44781374.14999986,2603561.478571429,2724698.0976666664,1071247.325524951,831606.4904048656,2795144.195714285,2829955.8776666666,1.0386309881781541,-1341079.019999981,-3157733.400000125,0.5478450889458055,1,4,0
2019-04-24,U001,2508796.32,2650030.91,44640139.55999985,2536331.0371428574,2718275.533333333,1058418.9652970866,832535.5536716498,2762456.0928571424,2762308.3043333334,1.0161987887026316,-1582875.3900000155,-1320983.1300001144,0.5474075875506642,2,4,0
2019-04-25,U001,2753470.56,2157301.29,45236308.829999864,2421099.56,2714633.58,968471.4329740636,832120.7206976289,2604601.5257142857,2672309.2546666665,0.9844088256900831,-1284513.7599999905,1269729.759999901,0.5554624285609829,3,4,0
2019-04-26,U001,3290138.54,2948133.94,45578313.42999989,2413440.987142857,2686051.102333333,960135.2780350781,795105.4905752558,2546797.8714285716,2691142.4166666665,1.0018954644343552,-933498.1899999678,-152739.43000006676,0.565617352928824,4,4,0
2019-04-27,U001,2094427.64,17554.670000000002,47655186.39999989,2500524.5914285714,2647622.9713333333,886711.8878193366,794904.8471235589,2539801.004285714,2585904.945,0.9766892692042732,-274934.8899999857,1851540.789999932,0.5999744791960933,5,4,1
2019-04-28,U001,1646448.18,0.0,49301634.579999894,2626603.2657142854,2572579.4316666666,621805.1316098637,778923.0900667149,2539801.004285714,2425560.909,0.9428517071788063,607615.8300000429,4410555.679999948,0.6388093596272933,6,4,1
2019-04-29,U001,2904167.68,4173311.96,48032490.29999989,2657094.507142857,2600981.246333333,630644.0643122678,774814.328023557,2351690.5300000003,2563115.5403333334,0.9854417612378482,2137827.8400000334,1135971.1799999475,0.6155688405124343,0,4,0
2019-04-30,U001,3393502.91,3740699.91,47685293.29999992,2655850.261428572,2657184.6683333335,628935.2241249289,768891.2504479039,2241004.6685714284,2687805.5373333334,1.0115238016254273,2903919.1500000656,-918626.0700000226,0.5981931913161507,1,4,0
2019-05-01,U001,4110648.17,3580027.67,48215913.79999995,2884686.2399999998,2712677.1713333335,826801.8559831767,811982.2471747537,2373861.3485714286,2644994.241333334,0.975049397430977,3575774.240000099,2030487.900000006,0.5924763711845212,2,5,0
2019-05-02,U001,3164411.6,3085820.68,48294504.71999997,2943392.1028571427,2708050.8423333336,830513.0872294153,808891.1712574338,2506506.9757142854,2613579.651333333,0.9651146907867499,3058195.890000105,2834135.730000019,0.5944559085947348,3,5,0
2019-05-03,U001,2399486.71,5193623.14,45500368.28999996,2816156.1271428573,2676359.9839999997,836738.604986853,801454.579492806,2827291.1471428573,2694882.3049999997,1.0069207136225065,-77945.13999992609,-555669.6299999952,0.5666946718928372,4,5,0
2019-05-04,U001,1574564.39,104994.48000000001,46969938.19999993,2741889.948571428,2629541.8800000004,929411.8869911544,823870.0363549934,2839782.5485714287,2593099.7603333336,0.98614126668077,-685248.1999999583,1093263.5899999738,0.5954134515121943,5,5,1
2019-05-05,U001,1743602.3,0.0,48713540.49999994,2755769.1085714283,2603237.8833333333,910867.3410058114,839516.5100563751,2839782.5485714287,2463825.3836666667,0.9464465001223189,-588094.0799999535,4182374.9900000095,0.6237557826463963,6,5,1
2019-05-06,U001,2167584.68,4320279.53,46560845.649999976,2650542.9657142856,2600016.6283333334,933140.4749101913,841046.1880530674,2860777.915714286,2607643.2613333333,1.0029333016246471,-1471644.6499999166,-228798.98999997973,0.5969301009156298,0,5,0
2019-05-07,U001,3468820.78,3711639.02,46318027.40999997,2661302.661428571,2671394.249666667,943511.6657704723,819925.5886853258,2856626.36,2731364.562,1.022449068437134,-1367265.889999956,-1799109.369999975,0.5779507263642006,1,5,0
2019-05-08,U001,3018425.74,3369172.83,45967280.31999999,2505270.885714286,2667537.4603333334,730045.5083388215,817943.6354231741,2826504.2399999998,2705894.607333333,1.0143792346200855,-2248633.4799999595,-1150714.4099999368,0.5744034339228605,2,5,0
2019-05-09,U001,3152811.08,3368976.98,45751114.41999996,2503613.6685714284,2653656.9,728310.9755775137,805553.7116338691,2866955.14,2706171.4623333337,1.0197895072016783,-2543390.300000012,-1575436.8699999452,0.5746926617880902,3,5,0
2019-05-10,U001,3484633.5100000002,3071949.4899999998,46163798.43999994,2658634.64,2695434.3853333336,813014.7864150038,815335.1389324212,2563858.9042857145,2706294.055666667,1.0040289128878166,663430.1499999762,-325790.1099999547,0.5708887924359676,4,5,0
2019-05-11,U001,2182700.82,24848.31,48321650.94999993,2745511.272857143,2673221.797,702902.3291924662,820068.489705185,2552409.4514285713,2601498.672333333,0.9731697815919512,1351712.75,2151693.7400000393,0.6025394900419223,5,5,1
2019-05-12,U001,961992.6,0.0,49283643.54999995,2633852.7442857143,2584984.932666667,917812.0707988525,857456.6498519807,2552409.4514285713,2478369.9540000004,0.9587560541187825,570103.0500000119,3198449.360000074,0.6355116803867146,6,5,1
2019-05-13,U001,3071206.21,4698542.0,47656307.75999993,2762941.534285714,2619897.338,904755.8344749113,855140.2349386186,2606446.947142857,2631846.4376666667,1.0045609037779275,1095462.1099999547,-358472.98999992013,0.6063381068254659,0,5,0
2019-05-14,U001,2748269.67,3270742.31,47133835.119999945,2660005.661428571,2669928.3256666665,850419.3001811698,815034.4343992444,2543461.702857143,2740871.1813333333,1.0265710712099183,815807.7099999785,-2128285.6699999273,0.5884531888851471,1,5,0
2019-05-15,U001,3440445.19,3507929.8,47066350.50999993,2720294.154285714,2678725.1903333333,893910.5012211348,822084.6674485895,2563284.1271428573,2664357.5719999997,0.9946363970499171,1099070.189999938,431028.5500000715,0.5856809634653505,2,5,0
2019-05-16,U001,2802266.79,2687349.57,47181267.72999996,2670216.3985714284,2676925.080666667,875266.6313582659,821741.5471764992,2465908.7828571424,2641631.262,0.9868155373784772,1430153.3100000024,1058814.5600001216,0.5875057676032014,3,5,0
2019-05-17,U001,2653389.43,4632069.4,45202587.75999999,2551467.2442857143,2666057.748,799463.1990481829,819756.694982834,2688783.055714286,2700071.9876666665,1.0127582531519368,-961210.6799999475,-1020427.1899998784,0.565161398496959,4,5,0
2019-05-18,U001,1839544.83,0.0,47042132.589999974,2502444.96,2608706.212333333,835550.8160868029,815225.428894116,2685233.297142857,2591329.2123333337,0.9933388436314349,-1279518.3599999547,521310.0000001192,0.6010914831727203,5,5,1
2019-05-19,U001,1378545.3900000001,0.0,48420677.97999996,2561952.5014285715,2543199.4403333333,713470.3608873594,832889.7926198095,2685233.297142857,2479570.5616666665,0.9749807751379787,-862965.5699999928,1908866.3600001037,0.6346425583995035,6,5,1
2019-05-20,U001,3362372.89,4705503.95,47077546.91999996,2603547.7414285718,2605783.7896666666,755365.4795308152,821077.4734834353,2686227.8614285714,2634202.9353333334,1.0109061794686742,-578760.8399999738,-852574.3699999154,0.602218637717728,0,5,0
2019-05-21,U001,3612662.31,4065215.2199999997,46624994.00999993,2727032.404285714,2700742.618,847947.5797642184,763422.9188409813,2799723.9914285713,2769710.1093333336,1.025536491657397,-508841.1100000143,-2069024.7399999201,0.5754589336435605,1,5,0
2019-05-22,U001,3248124.42,3890466.12,45982652.30999994,2699558.0085714287,2719322.4656666666,823750.1418562831,769925.9319408447,2854372.0371428574,2716389.470666667,0.9989214243485166,-1083698.199999988,87989.85000008345,0.5636532983315126,2,5,0
2019-05-23,U001,2726137.43,2920352.44,45788437.29999995,2688682.385714286,2696786.6256666672,822669.9616596662,759066.2100110322,2887658.161428571,2663217.8540000003,0.9875523071246438,-1392830.4300000072,1007063.1500000954,0.5659629237281696,3,5,0
2019-05-24,U001,2389387.74,3189079.92,44988745.119999945,2650967.858571429,2692806.3396666665,830571.1075548786,760397.8601028332,2681516.807142857,2681186.1543333335,0.9956847304010836,-213842.6400000453,348605.5600000918,0.5569003664478022,4,5,0
2019-05-25,U001,2622034.2600000002,387524.08999999997,47223255.28999996,2762752.062857143,2688425.1296666665,752113.6939502951,760414.9265123305,2736877.391428571,2622193.5810000002,0.9753641833146834,181122.69999998808,1986946.4600000978,0.5855132405572464,5,5,1
2019-05-26,U001,1528141.44,0.0,48751396.72999996,2784122.927142857,2629691.893,706999.3318917848,780128.3354430038,2736877.391428571,2523922.449666667,0.9597787696669401,330718.75,3173083.3000000715,0.6179608196657528,6,5,1
2019-05-27,U001,1078895.9,16477.32,49813815.30999994,2457911.9285714286,2595840.835,896996.7685935852,824903.1278675573,2067016.4442857145,2523886.538,0.9722809287727382,2736268.3899999857,2158628.910000056,0.6396619114489474,0,5,0
2019-05-28,U001,3363176.43,7265400.37,45911591.369999945,2422271.088571429,2653065.11,847032.3395055976,816272.2017493348,2524185.751428571,2766066.5503333337,1.0425927882084032,-713402.6399999857,-3390043.2099999487,0.5768370980537293,1,5,0
2019-05-29,U001,3991861.65,4100891.74,45802561.27999991,2528519.2642857144,2689321.5756666665,1000611.7117881476,851218.1261213496,2554246.554285714,2763652.5429999996,1.027639300560368,-180091.030000031,-2229929.019999981,0.5677089926622818,2,5,0
2019-05-30,U001,2751975.03,3395834.43,45158701.879999876,2532210.35,2667937.313,1001509.4405962157,840913.5457615217,2622172.552857143,2752157.0270000002,1.0315673511478791,-629735.4200000763,-2526591.4200000465,0.5642149293882838,3,5,0
2019-05-31,U001,3383847.87,5248260.02,43294289.7299999,2674276.082857143,2643710.6363333333,1047356.7060302281,807730.697370412,2916341.1385714286,2807764.772,1.0620544977245314,-1694455.3900000453,-4921624.070000052,0.5458778170221944,4,5,0
2019-06-01,U001,1712294.17,11990.8,44994593.099999905,2544313.2128571426,2595306.722,1109518.2120750535,818883.9435532446,2862693.5257142857,2705303.776,1.0423830651951744,-2228662.190000057,-3299911.6200000644,0.5778969234296142,5,6,1
2019-06-02,U001,1581767.9,0.0,46576360.99999988,2551974.1357142855,2568049.428333333,1101488.5047619126,838989.1935954966,2862693.5257142857,2532183.0046666665,0.9860335929398587,-2175035.7300000787,1075992.709999919,0.6045621044273538,6,6,1
2019-06-03,U001,2017536.5899999999,4748997.7700000005,43844899.81999987,2686065.6628571427,2582815.1683333335,937146.5373594876,824677.4540550705,3538767.8757142858,2686983.114333333,1.040331165496143,-5968915.490000069,-3125038.380000055,0.5658541418624828,0,6,0
2019-06-04,U001,3334280.48,4174154.5300000003,43005025.76999992,2681937.6699999995,2635837.7743333336,933724.260762318,819982.6358007353,3097161.327142857,2826121.5986666665,1.0721910225986728,-2906565.600000024,-5708514.730000019,0.5438501841649053,1,6,0
2019-06-05,U001,3382651.19,3125823.46,43261853.49999994,2594907.604285714,2676339.9913333333,811698.3171290664,826042.3007753429,2957865.8585714283,2786306.3963333336,1.0410883540043863,-2540707.7799999714,-3298992.1500000358,0.5388186060078662,2,6,0
2019-06-06,U001,2751437.28,2644936.64,43368354.139999926,2594830.782857143,2652427.2079999996,811680.9995341904,812583.9959467187,2850594.7457142854,2750749.6503333333,1.0370688560412828,-1790347.73999995,-2949673.2700000405,0.5450146945810791,3,6,0
2019-06-07,U001,2884686.72,3324488.19,42928552.66999996,2523522.0471428568,2647969.2406666665,750425.4593227226,810871.8831348132,2575770.1985714287,2749260.1623333334,1.038252302976588,-365737.0599999428,-3038727.6500000358,0.5403959130984473,4,6,0
2019-06-08,U001,1551385.63,15587.4,44464350.899999976,2500535.112857143,2594588.3923333334,781247.9302207219,829000.8110781156,2576283.9985714285,2637480.5096666664,1.016531376406398,-530242.1999999285,-1286763.519999981,0.5712447625139858,5,6,1
2019-06-09,U001,1374321.54,0.0,45838672.44,2470899.9185714284,2524244.6599999997,824637.9082086956,840329.4029281276,2576283.9985714285,2535082.1933333334,1.0042933767495157,-737688.5599998832,-325125.9999999404,0.605312065114956,6,6,1
2019-06-10,U001,2504919.51,5526571.34,42817020.610000014,2540526.0500000003,2534985.2830000003,800192.738823228,837869.0559913756,2687365.9371428574,2718472.961,1.0723821472378936,-1027879.2099998593,-5504630.339999914,0.563014716457955,0,6,0
2019-06-11,U001,2865508.03,3603998.27,42078530.370000005,2473558.557142857,2598435.797333333,740047.8804414859,785051.5547991965,2605915.042857143,2838606.236666667,1.0924288526119486,-926495.3999999166,-7205113.179999948,0.539793086455878,1,6,0
2019-06-12,U001,3396912.72,3390071.72,42085371.370000005,2475595.9185714284,2609292.6810000003,742981.5645015431,794016.1933191096,2643664.7942857146,2794990.560666667,1.0711678996453164,-1176482.1299999356,-5570936.389999926,0.5376344794696235,2,6,0
2019-06-13,U001,2444344.84,2846229.31,41683486.899999976,2431725.5700000003,2599161.853333333,732978.5754014945,794120.7221488219,2672420.89,2780840.1273333333,1.0698987920921523,-1684867.23999995,-5450348.219999969,0.5345760063196575,3,6,0
2019-06-14,U001,3205825.6,2789838.03,42099474.47000003,2477602.552857143,2591341.2003333336,774905.3406846734,786670.247913253,2596042.2957142857,2756903.735,1.0638906735420908,-829078.1999999285,-4966876.039999902,0.5415403480970218,4,6,0
2019-06-15,U001,1958132.36,26582.4,44031024.43000007,2535709.228571429,2563203.386,706069.6985038493,793928.7734673426,2597613.0100000002,2668211.496,1.0409675293710774,-433326.4699999094,-3150243.2999998927,0.5726041180929274,5,6,1
2019-06-16,U001,1804521.32,0.0,45835545.75000006,2597166.34,2534907.7823333335,598690.5257214368,805644.093192291,2597613.0100000002,2513809.182666667,0.9916767782190302,-3126.689999938011,632957.9900000691,0.6027246969882448,6,6,1
2019-06-17,U001,2526425.65,5757030.61,42604940.79000002,2600238.645714286,2557803.8096666667,598193.219574784,794889.3918075031,2630535.762857143,2705710.203,1.0578255426684224,-212079.81999999285,-4437191.799999952,0.555228156136446,0,6,0
2019-06-18,U001,4548479.97,2865007.0,44288413.76000005,2840663.208571429,2663468.2956666667,954608.0684510744,842017.627343341,2524965.5814285716,2801210.4363333336,1.0517153295538626,2209883.3900000453,-4132264.2199999094,0.5542699573591714,1,6,0
2019-06-19,U001,4343050.86,2384804.55,46246660.07000005,2975825.8000000003,2696157.5613333336,1102083.7868525896,887874.0430568208,2381355.9857142856,2723853.7896666666,1.0102724813751747,4161288.7000000477,-830886.8499999046,0.5717601069665682,2,6,0
2019-06-20,U001,3830652.62,3925755.32,46151557.370000064,3173869.768571429,2703423.9050000003,1115141.1739025237,896483.6145778407,2535573.987142857,2719205.1263333336,1.0058374941880723,4468070.470000088,-473436.6399998665,0.5690506926499449,3,6,0
2019-06-21,U001,3082735.97,3170169.0,46064124.34000009,3156285.535714286,2697910.9566666665,1115523.7024046702,893522.0985751773,2589906.9828571426,2695195.2223333335,0.9989933936379098,3964649.8700000644,81472.0300001502,0.5691332427184502,4,6,0
2019-06-22,U001,2274583.14,31130.01,48307577.47000009,3201492.79,2682859.147,1064102.2033474545,896827.4249852232,2590556.6414285717,2598887.8079999997,0.9687008022415572,4276553.040000021,2519140.170000136,0.6002001946818329,5,6,1
2019-06-23,U001,1678906.35,0.0,49986483.82000011,3183547.794285714,2659176.434,1092273.3948202603,914059.7788681361,2590556.6414285717,2492585.144,0.9373522990539559,4150938.0700000525,4997738.700000167,0.62659104000368,6,6,1
2019-06-24,U001,2988460.06,4798070.21,48176873.670000136,3249552.7100000004,2671390.6273333333,1059411.8009113974,915992.502429191,2453562.2985714287,2639603.3479999998,0.9881008494197405,5571932.880000114,953618.380000174,0.6011459996036075,0,6,0
2019-06-25,U001,3672381.1,4724447.04,47124807.73000014,3124395.7285714285,2742865.2826666664,923403.3169096712,907325.172711997,2719196.59,2797084.9159999997,1.0197675159899287,2836393.970000088,-1626588.9999998212,0.5726956166094128,1,6,0
2019-06-26,U001,3396463.46,3024453.51,47496817.68000013,2989168.957142857,2820117.5346666668,772111.679878548,858091.0903310026,2810575.012857143,2897350.789,1.027386537399216,1250157.610000074,-2316997.6299998164,0.5614047062003531,2,6,0
2019-06-27,U001,3526067.51,3339305.87,47683579.32000011,2945656.7985714287,2825547.2373333336,723861.2692624014,862151.6230678844,2726796.52,2766480.9723333335,0.9790956370434829,1532021.9500000477,1771987.950000167,0.5625291352411016,3,6,0
2019-06-28,U001,3914338.31,3906279.35,47691638.28000009,3064457.132857143,2822963.126,812876.5136013645,858644.3520393299,2831955.141428571,2759993.892666667,0.9776939228311644,1627513.9399999976,1889077.0000001788,0.5631392281955024,4,6,0
2019-06-29,U001,1879851.25,16134.4,49555355.130000114,3008066.862857143,2793892.3333333335,887105.8273435414,875724.3493772233,2829812.9114285717,2647337.225,0.9475444681297072,1247777.6600000262,4396653.250000238,0.5912343690886694,5,6,1
2019-06-30,U001,1488282.27,0.0,51043637.400000095,2980834.8514285716,2730706.8133333335,936271.5913009595,899745.1507141682,2829812.9114285717,2472395.2243333333,0.9054048615769619,1057153.5799999833,7749347.6700001955,0.6230821162097085,6,6,1
2019-07-01,U001,2703381.09,6050203.03,47696815.4600001,2940109.284285714,2763743.0439999998,942066.8234662497,879018.6408468457,3008689.028571429,2673668.9653333337,0.9674086638183625,-480058.21000003815,2702222.360000193,0.5752683311562846,0,7,0
2019-07-02,U001,3208299.78,3855194.34,47049920.900000095,2873811.9528571432,2817960.773333333,897206.4214433298,853389.1448320493,2884510.0714285714,2802175.4433333334,0.9943983145012599,-74886.83000004292,473559.9000002146,0.5565480937520325,1,7,0
2019-07-03,U001,3181365.52,3759050.81,46472235.610000074,2843083.6757142856,2856755.0710000005,879838.1655836198,842126.8672071073,2989452.542857143,2769177.2113333335,0.9693435882705862,-1024582.0700000525,2627335.7900002003,0.542249679035692,2,7,0
2019-07-04,U001,1695082.76,0.0,48167318.370000064,2581514.4257142856,2802115.147,914439.8159958919,862994.7567817575,2512408.847142857,2630038.727,0.9385905250238455,483739.0499999523,5162292.600000143,0.5729876164150375,3,7,0
2019-07-05,U001,2679419.9899999998,5478794.61,45367943.75000006,2405097.522857143,2778674.1070000003,710927.3978603953,856206.2692662091,2737053.884285714,2708471.0986666665,0.9747350694503975,-2323694.530000031,2106090.250000119,0.5442397105356798,4,7,0
2019-07-06,U001,1446548.54,60577.22,46753915.07000005,2343197.1357142855,2735177.8156666667,779809.5376498905,890111.2861672946,2743402.858571429,2622325.7846666663,0.9587405139243227,-2801440.060000062,3385560.9300001264,0.5697851988781255,5,7,1
2019-07-07,U001,1632188.44,0.0,48386103.51000005,2363755.1599999997,2693427.873,755017.9910972038,911962.3757757879,2743402.858571429,2511509.5116666663,0.932458424761637,-2657533.8900000453,5457550.840000093,0.5988168954394725,6,7,1
2019-07-08,U001,2512206.11,7210172.93,43688136.69000006,2336444.4485714287,2725455.2223333335,744063.593697826,887001.8112082882,2909112.8442857144,2751329.0293333335,1.0094933891366042,-4008678.7700000405,-776214.2099999189,0.5343221972853585,0,7,0
2019-07-09,U001,3466087.56,4410477.06,42743747.19000006,2373271.274285714,2795180.7563333334,798775.3254630287,858899.0288059664,2988438.947142857,2898344.9313333337,1.0369078725110177,-4306173.710000038,-3094925.2499999404,0.5097314618282566,1,7,0
2019-07-10,U001,2602045.26,2797602.82,42548189.630000055,2290511.2371428567,2798418.2813333333,727968.49562776,857949.7210291985,2851089.2342857146,2807379.3140000002,1.003202177718192,-3924045.980000019,-268830.97999995947,0.5068123650875089,2,7,0
2019-07-11,U001,2725505.26,3504811.36,41768883.53000003,2437714.4514285713,2793751.522333333,690728.1192355048,857952.9748733154,3351776.5714285714,2804073.0836666664,1.003694516584894,-6398434.840000033,-309646.8399999738,0.4983607548977105,3,7,0
2019-07-12,U001,2849568.44,3463439.66,41155012.31,2462021.3728571427,2775506.713,703526.6358066399,850471.3056771159,3063868.7214285717,2806518.681666666,1.0111734439413933,-4212931.440000057,-930359.0600000024,0.49426424992641216,4,7,0
2019-07-13,U001,2227644.94,6349.04,43376308.20999998,2573606.5728571424,2768283.3830000004,563661.6602967732,854292.6263757874,3056121.8385714283,2711856.006,0.9796164737517409,-3377606.860000074,1692821.3100000024,0.5223009137043007,5,7,1
2019-07-14,U001,1015659.94,0.0,44391968.149999976,2485531.0728571424,2695277.861,751987.9606514131,907535.7389550945,3056121.8385714283,2618861.4050000003,0.9716480229716844,-3994135.360000074,2292493.6799999475,0.5490091738139595,6,7,1
2019-07-15,U001,3117240.69,5167165.88,42342042.95999998,2571964.584285714,2733914.805333333,789405.4278682481,899710.6267042665,2764263.6885714284,2790214.1876666667,1.020592954185516,-1346093.7300000787,-1688981.4700000882,0.5162565524158365,0,7,0
2019-07-16,U001,2389198.38,3089938.83,41641302.50999999,2418123.272857143,2753404.040666667,684013.0509599851,885098.0736001685,2575615.37,2893212.1486666664,1.050776459224687,-1102444.6800000668,-4194243.240000069,0.5041190455520361,1,7,0
2019-07-17,U001,3648616.92,3294187.7,41995731.73000002,2567633.5100000002,2790810.416333333,829764.7522573563,898782.1107996417,2646556.067142857,2811117.385,1.007276369812804,-552457.9000000358,-609209.0600000024,0.5015954205060326,2,7,0
2019-07-18,U001,3014976.66,3063249.65,41947458.74000007,2608986.567142857,2739693.639333333,845998.3393985578,836844.0240343299,2583475.822857143,2817725.4733333336,1.0284819561135268,178575.21000003815,-2340955.019999981,0.5103667813773929,3,7,0
2019-07-19,U001,2635511.55,2400279.24,42182691.05000007,2578407.0114285713,2682775.6623333334,839698.0919915052,780182.1083567138,2431595.762857143,2818241.2963333335,1.050494581377773,1027678.7400000691,-4063969.019999981,0.524117510609787,4,7,0
2019-07-20,U001,1497255.19,763.78,43679182.4600001,2474065.618571428,2604995.748,930967.4771035174,778109.6760732613,2430797.868571429,2687408.2449999996,1.0316363268781812,302874.2500001192,-2472374.9099999666,0.558915595077075,5,7,1
2019-07-21,U001,776810.97,0.0,44455993.43000013,2439944.3371428573,2528131.581333333,995471.3327891945,840668.1708563876,2430797.868571429,2581735.945,1.021203154164308,64025.280000150204,-1608130.9099999666,0.5861508390655586,6,7,1
2019-07-22,U001,3263754.57,5376623.45,42343124.55000013,2460874.8914285717,2561103.962333333,1013463.1534066884,849730.2870937372,2460720.3785714284,2759919.0596666667,1.0776286711735827,1081.590000152588,-5964452.919999957,0.5511051116074541,0,7,0
2019-07-23,U001,2598208.17,3669776.44,41271556.28000015,2490733.432857143,2591747.356333333,1014078.1987858962,833235.0504669364,2543554.322857143,2882244.941,1.1120856104885344,-369746.22999984026,-8714927.539999962,0.5308073486811482,1,7,0
2019-07-24,U001,3380918.37,2630673.36,42021801.29000008,2452490.782857143,2604829.3,967094.0242191087,842705.3035954834,2448766.56,2809998.379333333,1.0787648846445843,26069.56000006199,-6155072.380000055,0.5377422273569594,2,7,0
2019-07-25,U001,3033013.77,3228385.47,41826429.59000003,2455067.512857143,2583517.055666667,968864.903717705,822621.1969074297,2472357.3914285717,2760129.6603333335,1.0683613078068466,-121029.15000003576,-5298378.140000105,0.5396574861422373,3,7,0
2019-07-26,U001,3330231.67,3623211.61,41533449.649999976,2554313.2442857143,2581309.3293333333,1024418.4899163613,820450.2130709018,2647062.0157142854,2780088.2636666666,1.0770070181339604,-649241.4000000954,-5963368.03000015,0.5363356905482626,4,7,0
2019-07-27,U001,1461879.71,33615.54,42961713.81999999,2549259.604285714,2512503.069333333,1030571.0372293636,825029.6467392722,2651755.124285714,2669898.586,1.062644905229282,-717468.6400001049,-4721865.500000119,0.5699722897108,5,7,1
2019-07-28,U001,1367914.65,0.0,44329628.46999997,2633702.987142857,2427622.2806666666,873360.074857687,806617.9239336491,2651755.124285714,2539689.2743333336,1.0461632744760816,-126364.96000015736,-3362009.8100001216,0.608683770165243,6,7,1
2019-07-29,U001,2443500.84,4866715.83,41906413.48000002,2516523.882857143,2446410.6003333335,828617.5419014798,799955.8345363102,2578911.1785714286,2701375.3219999997,1.1042199218855275,-436711.07000011206,-7648941.650000095,0.5709918233443737,0,7,0
2019-07-30,U001,2620367.59,3640502.45,40886278.620000064,2519689.5142857144,2484146.7776666665,829023.8465279359,779643.6264470655,2574729.18,2822725.4036666667,1.1362957410745365,-385277.66000008583,-10157358.780000031,0.5486293991372513,1,7,0
2019-07-31,U001,3382661.76,2046036.27,42222904.110000074,2519938.57,2506789.466666667,829325.9059248888,795924.231629279,2491209.595714286,2689253.178333333,1.0727878085068279,201102.81999999285,-5473911.350000024,0.5614472837527491,2,7,0
2019-08-01,U001,2723586.18,3237185.56,41709304.73000002,2475734.6285714284,2490632.3466666667,805319.5037341552,786051.2094343595,2492466.7514285715,2668652.885666667,1.0714760407083983,-117124.8600000143,-5340616.170000076,0.5582157316503924,3,8,0
2019-08-02,U001,2958244.2600000002,4826513.91,39841035.07999998,2422593.57,2483194.971333333,749902.1674454466,780325.0374912526,2664367.0800000005,2704234.989,1.0890143626329838,-1692414.5699999928,-6631200.530000091,0.5348087918982809,4,8,0
2019-08-03,U001,1188107.47,26845.45,41002297.100000024,2383483.25,2466295.7950000004,812854.7486912886,803137.6202243809,2663399.9242857145,2705129.8373333337,1.0968391718534043,-1959416.719999969,-7165021.2700000405,0.5541684170396387,5,8,1
2019-08-04,U001,1536499.77,0.0,42538796.870000005,2407566.838571429,2428198.4543333333,779565.9427140071,819617.8162812988,2663399.9242857145,2522503.3503333335,1.0388373923192749,-1790831.5999999642,-2829146.880000055,0.5839555218957466,6,8,1
2019-08-05,U001,2715786.86,4540615.29,40713968.44,2446464.8414285714,2470506.3983333334,788400.8393582024,799715.4504982738,2616814.132857143,2671837.952666667,1.0814940428687643,-1192445.0400000215,-6039946.630000055,0.549333643599907,0,8,0
2019-08-06,U001,3395332.46,3272062.0100000002,40837238.890000045,2557174.1085714283,2529277.8656666665,867349.1319145804,800769.0901209817,2564179.7842857144,2780906.6863333336,1.0994864281549954,-49039.73000001907,-7548864.620000005,0.5381936539323405,1,8,0
2019-08-07,U001,3274400.41,2942677.9,41168961.400000036,2541708.2014285713,2554684.3423333336,850987.3133221442,812218.2147894311,2692271.445714286,2638656.852,1.0328700138311293,-1053942.7100000381,-2519175.2900000215,0.5371695792678397,2,8,0
2019-08-08,U001,3015302.11,2998129.17,41186134.34000003,2583381.9057142856,2539658.160666667,868344.3203741171,798835.2241143495,2658120.532857143,2591578.589,1.0204438649017644,-523170.3899999857,-1557612.8500000238,0.5405732023030554,3,8,0
2019-08-09,U001,3151067.29,2908283.94,41428917.68999994,2610928.0528571424,2557958.895,885114.3552925803,806565.1994990131,2384087.68,2595267.959666667,1.0145854824874607,1587882.6099999547,-1119271.9400001168,0.5398694739385161,4,8,0
2019-08-10,U001,1905109.6,3439.4,43330587.889999986,2713356.9285714286,2530612.373,718897.7775039896,814556.8005815524,2380743.958571429,2478555.5609999998,0.9794291640413156,2328290.789999962,1561704.3599999547,0.5707523384762437,5,8,1
2019-08-11,U001,840915.97,0.0,44171503.860000014,2613987.814285714,2463657.290666667,926715.248655041,868221.1725600149,2380743.958571429,2363107.5723333335,0.9591868078753257,1632706.9900000095,3016491.550000012,0.5976413471053731,6,8,1
2019-08-12,U001,3571229.43,4966448.49,42776284.79999995,2736193.8957142862,2508443.4403333333,996177.284533122,890007.2136101382,2441577.272857143,2528444.220666667,1.0079733830198203,2062316.3599999547,-600023.4100000262,0.568430659855947,0,8,0
2019-08-13,U001,3882594.29,3184214.75,43474664.339999914,2805802.728571429,2604007.918666667,1064586.5851060348,878030.3832081504,2429027.6642857143,2634584.7123333337,1.0117422045637723,2637425.449999869,-917303.810000062,0.5565096279515194,1,8,0
